year,Month,Make,Model,Units Sold
2016,12,GMC,Yukon,"6,276"
2017,1,GMC,Canyon,"2,059"
2017,2,GMC,Canyon,"2,978"
2017,3,GMC,Canyon,"2,490"
2017,4,GMC,Canyon,"2,368"
2017,5,GMC,Canyon,"2,477"
2017,6,GMC,Canyon,"2,516"
2017,7,GMC,Canyon,"2,761"
2017,8,GMC,Canyon,"2,698"
2017,9,GMC,Canyon,"2,922"
2017,10,GMC,Canyon,"2,060"
2017,11,GMC,Canyon,"2,510"
2017,12,GMC,Canyon,"3,467"
2017,1,GMC,Sierra,"13,732"
2017,2,GMC,Sierra,"17,618"
2017,3,GMC,Sierra,"18,460"
2017,4,GMC,Sierra,"17,400"
2017,5,GMC,Sierra,"16,200"
2017,6,GMC,Sierra,"15,743"
2017,7,GMC,Sierra,"19,963"
2017,8,GMC,Sierra,"17,254"
2017,9,GMC,Sierra,"18,106"
2017,10,GMC,Sierra,"18,895"
2017,11,GMC,Sierra,"18,136"
2017,12,GMC,Sierra,"26,436"
2017,1,GMC,Yukon,"3,080"
2017,2,GMC,Yukon,"3,707"
2017,3,GMC,Yukon,"3,197"
2017,4,GMC,Yukon,"3,030"
2017,5,GMC,Yukon,"2,857"
2017,6,GMC,Yukon,"3,656"
2017,7,GMC,Yukon,"4,370"
2017,8,GMC,Yukon,"4,439"
2017,9,GMC,Yukon,"3,591"
2017,10,GMC,Yukon,"4,158"
2017,11,GMC,Yukon,"4,567"
2017,12,GMC,Yukon,"8,531"
2018,1,GMC,Canyon,"2,171"
2018,2,GMC,Canyon,"2,319"
2018,3,GMC,Canyon,"2,723"
2018,4,GMC,Canyon,"3,212"
2018,5,GMC,Canyon,"3,212"
2018,6,GMC,Canyon,"3,212"
2018,7,GMC,Canyon,"2,661"
2018,8,GMC,Canyon,"2,993"
2018,9,GMC,Canyon,"2,771"
2018,10,GMC,Canyon,"2,775"
2018,11,GMC,Canyon,"2,669"
2018,12,GMC,Canyon,"2,775"
2018,1,GMC,Sierra,"11,224"
2018,2,GMC,Sierra,"13,162"
2018,3,GMC,Sierra,"17,082"
2018,4,GMC,Sierra,"19,802"
2018,5,GMC,Sierra,"19,802"
2018,6,GMC,Sierra,"19,802"
2018,7,GMC,Sierra,"16,221"
2018,8,GMC,Sierra,"18,249"
2018,9,GMC,Sierra,"16,897"
2018,10,GMC,Sierra,"22,729"
2018,11,GMC,Sierra,"21,855"
2018,12,GMC,Sierra,"22,729"
2018,1,GMC,Yukon,"2,701"
2018,2,GMC,Yukon,"2,936"
