"year","Month","Make","Model","Units Sold"
"2020","2","Porsche","Porsche 718","168"
"2020","3","Porsche","Porsche 718","102"
"2020","4","Porsche","Porsche 718","85"
"2020","5","Porsche","Porsche 718","189"
"2020","6","Porsche","Porsche 718","198"
"2020","7","Porsche","Porsche 718","380"
"2020","8","Porsche","Porsche 718","338"
"2020","9","Porsche","Porsche 718","366"
"2020","10","Porsche","Porsche 718","503"
"2020","11","Porsche","Porsche 718","413"
"2020","12","Porsche","Porsche 718","575"
"2020","1","Porsche","Porsche 911","841"
"2020","2","Porsche","Porsche 911","1,089"
"2020","3","Porsche","Porsche 911","660"
"2020","4","Porsche","Porsche 911","404"
"2020","5","Porsche","Porsche 911","898"
"2020","6","Porsche","Porsche 911","943"
"2020","7","Porsche","Porsche 911","549"
"2020","8","Porsche","Porsche 911","488"
"2020","9","Porsche","Porsche 911","529"
"2020","10","Porsche","Porsche 911","822"
"2020","11","Porsche","Porsche 911","676"
"2020","12","Porsche","Porsche 911","940"
"2020","1","Porsche","Porsche Cayenne","1,241"
"2020","2","Porsche","Porsche Cayenne","1,607"
"2020","3","Porsche","Porsche Cayenne","973"
"2020","4","Porsche","Porsche Cayenne","688"
"2020","5","Porsche","Porsche Cayenne","1,529"
"2020","6","Porsche","Porsche Cayenne","1,605"
"2020","7","Porsche","Porsche Cayenne","1,581"
"2020","8","Porsche","Porsche Cayenne","1,405"
"2020","9","Porsche","Porsche Cayenne","1,523"
"2020","10","Porsche","Porsche Cayenne","2,004"
"2020","11","Porsche","Porsche Cayenne","1,646"
"2020","12","Porsche","Porsche Cayenne","2,290"
"2020","1","Porsche","Porsche Macan","1,227"
"2020","2","Porsche","Porsche Macan","1,588"
"2020","3","Porsche","Porsche Macan","962"
"2020","4","Porsche","Porsche Macan","714"
"2020","5","Porsche","Porsche Macan","1,586"
"2020","6","Porsche","Porsche Macan","1,665"
"2020","7","Porsche","Porsche Macan","1,917"
"2020","8","Porsche","Porsche Macan","1,704"
"2020","9","Porsche","Porsche Macan","1,846"
"2020","10","Porsche","Porsche Macan","1,830"
"2020","11","Porsche","Porsche Macan","1,503"
"2020","12","Porsche","Porsche Macan","2,091"
"2020","1","Porsche","Porsche Panamera","385"
"2020","2","Porsche","Porsche Panamera","498"
"2020","3","Porsche","Porsche Panamera","302"
"2020","4","Porsche","Porsche Panamera","157"
"2020","5","Porsche","Porsche Panamera","348"
"2020","6","Porsche","Porsche Panamera","366"
"2020","7","Porsche","Porsche Panamera","373"
"2020","8","Porsche","Porsche Panamera","332"
"2020","9","Porsche","Porsche Panamera","359"
"2020","10","Porsche","Porsche Panamera","253"
"2020","11","Porsche","Porsche Panamera","208"
"2020","12","Porsche","Porsche Panamera","290"
"2021","1","Porsche","Porsche 718","482"
"2021","2","Porsche","Porsche 718","482"
"2021","3","Porsche","Porsche 718","542"
"2021","4","Porsche","Porsche 718","306"
"2021","5","Porsche","Porsche 718","294"
"2021","6","Porsche","Porsche 718","306"
"2021","7","Porsche","Porsche 718","254"
"2021","8","Porsche","Porsche 718","245"
"2021","9","Porsche","Porsche 718","254"
"2021","10","Porsche","Porsche 718","497"
"2021","11","Porsche","Porsche 718","497"
"2021","12","Porsche","Porsche 718","497"
"2021","1","Porsche","Porsche 911","890"
"2021","2","Porsche","Porsche 911","890"
"2021","3","Porsche","Porsche 911","1,002"
"2021","4","Porsche","Porsche 911","785"
"2021","5","Porsche","Porsche 911","755"
"2021","6","Porsche","Porsche 911","785"
"2021","7","Porsche","Porsche 911","547"
"2021","8","Porsche","Porsche 911","527"
"2021","9","Porsche","Porsche 911","547"
"2021","10","Porsche","Porsche 911","813"
"2021","11","Porsche","Porsche 911","813"
"2021","12","Porsche","Porsche 911","813"
"2021","1","Porsche","Porsche Cayenne","1,354"
"2021","2","Porsche","Porsche Cayenne","1,354"
"2021","3","Porsche","Porsche Cayenne","1,523"
"2021","4","Porsche","Porsche Cayenne","2,027"
"2021","5","Porsche","Porsche Cayenne","1,949"
"2021","6","Porsche","Porsche Cayenne","2,027"
"2021","7","Porsche","Porsche Cayenne","1,645"
"2021","8","Porsche","Porsche Cayenne","1,584"
"2021","9","Porsche","Porsche Cayenne","1,645"
"2021","10","Porsche","Porsche Cayenne","1,980"
"2021","11","Porsche","Porsche Cayenne","1,980"
"2021","12","Porsche","Porsche Cayenne","1,980"
"2021","1","Porsche","Porsche Macan","2,045"
"2021","2","Porsche","Porsche Macan","2,045"
"2021","3","Porsche","Porsche Macan","2,301"
"2021","4","Porsche","Porsche Macan","1,721"
"2021","5","Porsche","Porsche Macan","1,655"
"2021","6","Porsche","Porsche Macan","1,721"
"2021","7","Porsche","Porsche Macan","1,718"
"2021","8","Porsche","Porsche Macan","1,654"
"2021","9","Porsche","Porsche Macan","1,718"
"2021","10","Porsche","Porsche Macan","1,808"
"2021","11","Porsche","Porsche Macan","1,808"
"2021","12","Porsche","Porsche Macan","1,808"
"2021","1","Porsche","Porsche Panamera","144"
"2021","2","Porsche","Porsche Panamera","144"
"2021","3","Porsche","Porsche Panamera","162"
"2021","4","Porsche","Porsche Panamera","427"
"2021","5","Porsche","Porsche Panamera","411"
"2021","6","Porsche","Porsche Panamera","427"
"2021","7","Porsche","Porsche Panamera","368"
"2021","8","Porsche","Porsche Panamera","354"
"2021","9","Porsche","Porsche Panamera","368"
"2021","10","Porsche","Porsche Panamera","250"
"2021","11","Porsche","Porsche Panamera","250"
"2021","12","Porsche","Porsche Panamera","250"
