year,Month,Make,Model,Units Sold
2018,5,Audi,A8,71
2018,6,Audi,A8,51
2018,7,Audi,A8,34
2018,8,Audi,A8,32
2018,9,Audi,A8,14
2018,10,Audi,A8,253
2018,11,Audi,A8,310
2018,12,Audi,A8,380
2018,1,Audi,Q7,2877
2018,2,Audi,Q7,2321
2018,3,Audi,Q7,3061
2018,4,Audi,Q7,3083
2018,5,Audi,Q7,3217
2018,6,Audi,Q7,3204
2018,7,Audi,Q7,2922
2018,8,Audi,Q7,3682
2018,9,Audi,Q7,2903
2018,10,Audi,Q7,3146
2018,11,Audi,Q7,2971
2018,12,Audi,Q7,4030
2018,1,Audi,R8,24
2018,2,Audi,R8,11
2018,3,Audi,R8,53
2018,4,Audi,R8,138
2018,5,Audi,R8,104
2018,6,Audi,R8,61
2018,7,Audi,R8,76
2018,8,Audi,R8,106
2018,9,Audi,R8,109
2018,10,Audi,R8,75
2018,11,Audi,R8,91
2018,12,Audi,R8,79
2019,1,Audi,A7,620
2019,2,Audi,A7,474
2019,3,Audi,A7,672
2019,4,Audi,A7,441
2019,5,Audi,A7,526
2019,6,Audi,A7,409
2019,7,Audi,A7,289
2019,8,Audi,A7,331
2019,9,Audi,A7,199
2019,10,Audi,A7,294
2019,11,Audi,A7,246
2019,12,Audi,A7,454
2019,1,Audi,A8,284
2019,2,Audi,A8,242
2019,3,Audi,A8,261
2019,4,Audi,A8,187
2019,5,Audi,A8,190
2019,6,Audi,A8,166
2019,7,Audi,A8,114
2019,8,Audi,A8,164
2019,9,Audi,A8,109
2019,10,Audi,A8,245
2019,11,Audi,A8,465
2019,12,Audi,A8,536
2019,1,Audi,Q7,2061
2019,2,Audi,Q7,1965
2019,3,Audi,Q7,3091
2019,4,Audi,Q7,2752
2019,5,Audi,Q7,3241
2019,6,Audi,Q7,2923
2019,7,Audi,Q7,2751
2019,8,Audi,Q7,3408
2019,9,Audi,Q7,2357
2019,10,Audi,Q7,2971
2019,11,Audi,Q7,3162
2019,12,Audi,Q7,3967
2019,1,Audi,R8,42
2019,2,Audi,R8,55
2019,3,Audi,R8,52
2019,4,Audi,R8,30
2019,5,Audi,R8,27
2019,6,Audi,R8,62
2019,7,Audi,R8,37
2019,8,Audi,R8,35
2019,9,Audi,R8,67
2019,10,Audi,R8,61
2019,11,Audi,R8,54
2019,12,Audi,R8,52
2020,1,Audi,A7,211
2020,2,Audi,A7,273
2020,3,Audi,A7,165
2020,4,Audi,A7,107
2020,5,Audi,A7,238
2020,6,Audi,A7,250
2020,7,Audi,A7,263
2020,8,Audi,A7,233
2020,9,Audi,A7,253
2020,10,Audi,A7,292
2020,11,Audi,A7,240
2020,12,Audi,A7,334
2020,1,Audi,A8,180
2020,2,Audi,A8,233
2020,3,Audi,A8,141
2020,4,Audi,A8,83
2020,5,Audi,A8,185
2020,6,Audi,A8,194
2020,7,Audi,A8,230
2020,8,Audi,A8,204
2020,9,Audi,A8,222
2020,10,Audi,A8,237
2020,11,Audi,A8,195
2020,12,Audi,A8,271
2020,1,Audi,Q7,2024
2020,2,Audi,Q7,2621
2020,3,Audi,Q7,1587
2020,4,Audi,Q7,795
2020,5,Audi,Q7,1767
2020,6,Audi,Q7,1856
2020,7,Audi,Q7,2151
2020,8,Audi,Q7,1912
2020,9,Audi,Q7,2071
2020,10,Audi,Q7,2897
2020,11,Audi,Q7,2380
2020,12,Audi,Q7,3311
2020,1,Audi,R8,32
2020,2,Audi,R8,41
2020,3,Audi,R8,25
2020,4,Audi,R8,18
2020,5,Audi,R8,41
2020,6,Audi,R8,43
2020,7,Audi,R8,69
2020,8,Audi,R8,91
2020,9,Audi,R8,66
2020,10,Audi,R8,63
2020,11,Audi,R8,52
2020,12,Audi,R8,72
2021,1,Audi,A7,316
2021,2,Audi,A7,316
2021,3,Audi,A7,355
2021,4,Audi,A7,446
2021,5,Audi,A7,429
2021,6,Audi,A7,446
2021,7,Audi,A7,155
2021,8,Audi,A7,149
2021,9,Audi,A7,155
2021,10,Audi,A7,104
2021,11,Audi,A7,104
2021,12,Audi,A7,104
2021,1,Audi,A8,141
2021,2,Audi,A8,141
2021,3,Audi,A8,159
2021,4,Audi,A8,227
2021,5,Audi,A8,218
2021,6,Audi,A8,227
2021,7,Audi,A8,219
2021,8,Audi,A8,211
2021,9,Audi,A8,219
2021,10,Audi,A8,102
2021,11,Audi,A8,102
2021,12,Audi,A8,102
2021,1,Audi,Q7,2468
2021,2,Audi,Q7,2468
2021,3,Audi,Q7,2777
2021,4,Audi,Q7,3374
2021,5,Audi,Q7,3244
2021,6,Audi,Q7,3374
2021,7,Audi,Q7,1565
2021,8,Audi,Q7,1507
2021,9,Audi,Q7,1565
2021,10,Audi,Q7,1007
2021,11,Audi,Q7,1007
2021,12,Audi,Q7,1007
2021,1,Audi,R8,47
2021,2,Audi,R8,47
2021,3,Audi,R8,53
2021,4,Audi,R8,70
2021,5,Audi,R8,68
2021,6,Audi,R8,70
2021,7,Audi,R8,47
2021,8,Audi,R8,46
2021,9,Audi,R8,47
2021,10,Audi,R8,51
2021,11,Audi,R8,51
2021,12,Audi,R8,51
