year,Month,Make,Model,Units Sold
2019,4,Ford,Expedition,"7,084"
2019,5,Ford,Expedition,"8,174"
2019,6,Ford,Expedition,"6,539"
2019,7,Ford,Expedition,"6,114"
2019,8,Ford,Expedition,"6,847"
2019,9,Ford,Expedition,"5,625"
2019,10,Ford,Expedition,"7,991"
2019,11,Ford,Expedition,"8,286"
2019,12,Ford,Expedition,"7,990"
2020,1,Ford,Fiesta,884
2020,2,Ford,Fiesta,"1,145"
2020,3,Ford,Fiesta,694
2020,4,Ford,Fiesta,78
2020,5,Ford,Fiesta,174
2020,6,Ford,Fiesta,182
2020,7,Ford,Fiesta,47
2020,8,Ford,Fiesta,42
2020,9,Ford,Fiesta,46
2020,10,Ford,Fiesta,11
2020,11,Ford,Fiesta,51
2020,12,Ford,Fiesta,0
2020,1,Ford,Explorer,"18,289"
2020,2,Ford,Explorer,"23,678"
2020,3,Ford,Explorer,"14,342"
2020,4,Ford,Explorer,"8,071"
2020,5,Ford,Explorer,"17,936"
2020,6,Ford,Explorer,"18,832"
2020,7,Ford,Explorer,"20,709"
2020,8,Ford,Explorer,"18,408"
2020,9,Ford,Explorer,"19,942"
2020,10,Ford,Explorer,"21,079"
2020,11,Ford,Explorer,"18,848"
2020,12,Ford,Explorer,"26,081"
2020,1,Ford,Mustang,"5,869"
2020,2,Ford,Mustang,"7,598"
2020,3,Ford,Mustang,"4,602"
2020,4,Ford,Mustang,"2,829"
2020,5,Ford,Mustang,"6,287"
2020,6,Ford,Mustang,"6,601"
2020,7,Ford,Mustang,"4,857"
2020,8,Ford,Mustang,"4,317"
2020,9,Ford,Mustang,"4,677"
2020,10,Ford,Mustang,"4,399"
2020,11,Ford,Mustang,"4,119"
2020,12,Ford,Mustang,"4,935"
2020,1,Ford,E series,"3,280"
2020,2,Ford,E series,"4,246"
2020,3,Ford,E series,"2,572"
2020,4,Ford,E series,"1,044"
2020,5,Ford,E series,"2,321"
2020,6,Ford,E series,"2,437"
2020,7,Ford,E series,"3,256"
2020,8,Ford,E series,"2,894"
2020,9,Ford,E series,"3,136"
2020,10,Ford,E series,"4,469"
2020,11,Ford,E series,"3,412"
2020,12,Ford,E series,"3,934"
2020,1,Ford,Edge,"9,614"
2020,2,Ford,Edge,"12,446"
2020,3,Ford,Edge,"7,539"
2020,4,Ford,Edge,"3,789"
2020,5,Ford,Edge,"8,421"
2020,6,Ford,Edge,"8,842"
2020,7,Ford,Edge,"9,191"
2020,8,Ford,Edge,"8,170"
2020,9,Ford,Edge,"8,850"
2020,10,Ford,Edge,"10,387"
2020,11,Ford,Edge,"9,096"
2020,12,Ford,Edge,"12,541"
2020,1,Ford,Escape,"15,628"
2020,2,Ford,Escape,"20,233"
2020,3,Ford,Escape,"12,255"
2020,4,Ford,Escape,"6,602"
2020,5,Ford,Escape,"14,672"
2020,6,Ford,Escape,"15,406"
2020,7,Ford,Escape,"16,465"
2020,8,Ford,Escape,"14,636"
2020,9,Ford,Escape,"15,855"
2020,10,Ford,Escape,"15,959"
2020,11,Ford,Escape,"13,411"
2020,12,Ford,Escape,"17,373"
2020,1,Ford,Expedition,"6,428"
2020,2,Ford,Expedition,"8,322"
2020,3,Ford,Expedition,"5,041"
2020,4,Ford,Expedition,"2,260"
2020,5,Ford,Expedition,"5,022"
2020,6,Ford,Expedition,"5,273"
2020,7,Ford,Expedition,"6,803"
2020,8,Ford,Expedition,"6,047"
2020,9,Ford,Expedition,"6,551"
2020,10,Ford,Expedition,"9,014"
2020,11,Ford,Expedition,"7,025"
2020,12,Ford,Expedition,"10,052"
2021,1,Ford,Explorer,"18,095"
2021,2,Ford,Explorer,"20,745"
2021,3,Ford,Explorer,"26,404"
2021,4,Ford,Explorer,"27,040"
2021,5,Ford,Explorer,"16,512"
2021,6,Ford,Explorer,"9,445"
2021,7,Ford,Explorer,"13,351"
2021,8,Ford,Explorer,"8,490"
2021,9,Ford,Explorer,"20,092"
2021,10,Ford,Explorer,"20,714"
2021,11,Ford,Explorer,"18,268"
2021,12,Ford,Explorer,"20,715"
2021,1,Ford,Mustang,"4,324"
2021,2,Ford,Mustang,"5,653"
2021,3,Ford,Mustang,"7,267"
2021,4,Ford,Mustang,"8,000"
2021,5,Ford,Mustang,"4,436"
2021,6,Ford,Mustang,"2,240"
2021,7,Ford,Mustang,"4,124"
2021,8,Ford,Mustang,"2,263"
2021,9,Ford,Mustang,"2,728"
2021,10,Ford,Mustang,"3,076"
2021,11,Ford,Mustang,"3,709"
2021,12,Ford,Mustang,"4,564"
2021,1,Ford,E series,"3,036"
2021,2,Ford,E series,"3,956"
2021,3,Ford,E series,"3,581"
2021,4,Ford,E series,"2,549"
2021,5,Ford,E series,"2,086"
2021,6,Ford,E series,"2,127"
2021,7,Ford,E series,"2,468"
2021,8,Ford,E series,"3,437"
2021,9,Ford,E series,"3,227"
2021,10,Ford,E series,"4,078"
2021,11,Ford,E series,"2,771"
2021,12,Ford,E series,"3,806"
2021,1,Ford,Edge,"6,837"
2021,2,Ford,Edge,"6,495"
2021,3,Ford,Edge,"8,818"
2021,4,Ford,Edge,"8,046"
2021,5,Ford,Edge,"5,077"
2021,6,Ford,Edge,"4,082"
2021,7,Ford,Edge,"3,349"
